N,P,K,temperature,humidity,ph,rainfall,label
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,7
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,7
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,7
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,7
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,7
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,7
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,7
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,7
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,7
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,7
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,7
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,7
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,7
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,7
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,7
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,7
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,7
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,7
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,7
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,7
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,7
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,7
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,7
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,7
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,7
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,7
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,8
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,8
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,8
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,8
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,8
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,8
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,8
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,8
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,8
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,8
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,8
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,8
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,8
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,8
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,8
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,8
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,8
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,8
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,8
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,8
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,8
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,8
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,8
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,8
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,8
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,8
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,8
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,8
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,8
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,8
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,8
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,8
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,8
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,8
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,8
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,8
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,8
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,8
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,8
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,8
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,8
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,8
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,8
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,8
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,8
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,8
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,8
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,8
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,8
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,8
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,8
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,8
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,8
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,8
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,8
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,8
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,8
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,8
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,8
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,8
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,8
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,8
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,8
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,8
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,8
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,8
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,8
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,8
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,8
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,8
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,8
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,8
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,8
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,8
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,8
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,8
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,8
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,8
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,8
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,8
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,8
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,8
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,8
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,8
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,8
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,8
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,8
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,8
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,8
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,8
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,8
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,8
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,8
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,8
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,8
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,8
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,8
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,8
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,8
